Date,Channel,Cost,Revenue
"Feb 6, 2022",Performance Max,482.093643,0
"Feb 6, 2022",App Install,7973.26399,0
"Feb 6, 2022",G Shopping,791.592416,983.1
"Feb 5, 2022",Search,1338.881453,7171.7
"Feb 5, 2022",Discovery,1835.88585,684.4
"Feb 5, 2022",GDN Non-Smart Display,25.927106,69.9
"Feb 5, 2022",YouTube,182.313113,0
"Feb 5, 2022",Facebook,0,1303
"Feb 5, 2022",App Install,7951.288964,0
"Feb 5, 2022",Performance Max,192.226987,0
"Feb 5, 2022",G Shopping,722.423579,1018.4
"Feb 4, 2022",Search,1161.401401,8051.5
"Feb 4, 2022",Performance Max,396.519116,0
"Feb 4, 2022",YouTube,181.560547,0
"Feb 4, 2022",Discovery,1420.538433,79.8
"Feb 4, 2022",GDN Non-Smart Display,29.532679,0
"Feb 4, 2022",G Shopping,803.098953,718.9
"Feb 4, 2022",Facebook,0,568.8
"Feb 4, 2022",App Install,7883.302808,0
"Feb 3, 2022",Search,943.79774,5376.3
"Feb 3, 2022",GDN Non-Smart Display,30.524966,284.5
"Feb 3, 2022",Discovery,1336.615681,0
"Feb 3, 2022",Facebook,0,1023.3
"Feb 3, 2022",YouTube,825.473474,0
"Feb 3, 2022",Performance Max,494.241069,0
"Feb 3, 2022",G Shopping,788.095995,1362.6
"Feb 3, 2022",App Install,7545.807471,0
"Feb 2, 2022",YouTube,485.02496,0
"Feb 2, 2022",G Shopping,798.176985,269.7
"Feb 2, 2022",Facebook,0,1752.7
"Feb 2, 2022",Search,737.178747,5355.6
"Feb 2, 2022",Discovery,1891.926904,0
"Feb 2, 2022",GDN Non-Smart Display,28.31742,0
"Feb 2, 2022",Performance Max,109.536354,0
"Feb 2, 2022",App Install,7601.486537,0
"Feb 1, 2022",YouTube,580.359977,0
"Feb 1, 2022",Search,548.503712,5714.9
"Feb 1, 2022",Facebook,0,1362.6
"Feb 1, 2022",Discovery,264.412686,0
"Feb 1, 2022",App Install,7854.008582,0
"Feb 1, 2022",GDN Non-Smart Display,32.905125,0
"Feb 1, 2022",Performance Max,106.479653,0
"Feb 1, 2022",G Shopping,815.034878,1287.6
"Jan 31, 2022",App Install,8579.121551,0
"Jan 31, 2022",Search,980.080532,6610.4
"Jan 31, 2022",G Shopping,1142.564167,1127.9
"Jan 31, 2022",YouTube,953.418199,0
"Jan 31, 2022",Discovery,237.055788,0
"Jan 31, 2022",Facebook,0,1957
"Jan 31, 2022",Performance Max,63.729956,0
"Jan 31, 2022",GDN Non-Smart Display,41.985337,0
"Jan 30, 2022",Facebook,0,549.4
"Jan 30, 2022",Search,1349.597772,6390.3
"Jan 30, 2022",GDN Non-Smart Display,66.352033,0
"Jan 30, 2022",YouTube,1442.665525,0
"Jan 30, 2022",Discovery,348.750052,79.9
"Jan 30, 2022",G Shopping,889.979265,279.7
"Jan 30, 2022",Performance Max,69.746277,0
"Jan 30, 2022",App Install,7159.369144,0
"Jan 29, 2022",YouTube,1434.578628,0
"Jan 29, 2022",GDN Non-Smart Display,276.612924,0
"Jan 29, 2022",Search,1059.855568,8899.5
"Jan 29, 2022",Discovery,388.642184,0
"Jan 29, 2022",Performance Max,49.735753,0
"Jan 29, 2022",Facebook,0,933.5
"Jan 29, 2022",G Shopping,724.530703,1282.5
"Jan 29, 2022",App Install,7170.06742,0
"Jan 28, 2022",Search,1080.030902,5748.1
"Jan 28, 2022",GDN Non-Smart Display,150.958767,164.7
"Jan 28, 2022",Performance Max,97.943467,0
"Jan 28, 2022",Discovery,1171.318797,0
"Jan 28, 2022",App Install,6466.707772,0
"Jan 28, 2022",YouTube,1573.312583,0
"Jan 28, 2022",Facebook,0,738.8
"Jan 28, 2022",G Shopping,873.8149,719
"Jan 27, 2022",YouTube,1466.108111,0
"Jan 27, 2022",Performance Max,146.476657,0
"Jan 27, 2022",GDN Non-Smart Display,633.699146,418.1
"Jan 27, 2022",Discovery,965.602453,689.2
"Jan 27, 2022",Search,1035.49871,10330.5
"Jan 27, 2022",Facebook,0,728.8
"Jan 27, 2022",G Shopping,718.921236,1637.5
"Jan 27, 2022",App Install,7316.134013,0
"Jan 26, 2022",Discovery,1039.618069,39.9
"Jan 26, 2022",YouTube,1464.131682,214.8
"Jan 26, 2022",Facebook,0,809
"Jan 26, 2022",Search,1141.644911,9389.1
"Jan 26, 2022",GDN Non-Smart Display,957.861556,119.6
"Jan 26, 2022",App Install,7283.07308,0
"Jan 26, 2022",Performance Max,82.307019,0
"Jan 26, 2022",G Shopping,809.810268,449.2
"Jan 25, 2022",Discovery,896.508678,479.1
"Jan 25, 2022",YouTube,1476.941154,0
"Jan 25, 2022",Search,1172.74,10721.9
"Jan 25, 2022",Facebook,0,484.4
"Jan 25, 2022",G Shopping,728.177902,1957.5
"Jan 25, 2022",Performance Max,0.123609,0
"Jan 25, 2022",GDN Non-Smart Display,1505.568552,309.5
"Jan 25, 2022",App Install,7682.860661,0
"Jan 24, 2022",Search,1261.031053,8780
"Jan 24, 2022",YouTube,855.334965,0
"Jan 24, 2022",GDN Non-Smart Display,1652.685785,0
"Jan 24, 2022",G Shopping,835.413869,304.6
"Jan 24, 2022",Discovery,889.331471,603.7
"Jan 24, 2022",Facebook,0,609.2
"Jan 24, 2022",App Install,7577.262997,0
"Jan 23, 2022",Discovery,818.099086,333.9
"Jan 23, 2022",GDN Non-Smart Display,562.054167,0
"Jan 23, 2022",G Shopping,885.180723,519.1
"Jan 23, 2022",Search,1252.937334,9833.3
"Jan 23, 2022",Facebook,0,629.1
"Jan 23, 2022",YouTube,848.707252,0
"Jan 23, 2022",Performance Max,132.954593,0
"Jan 23, 2022",App Install,7198.412241,0
"Jan 22, 2022",Search,1184.70773,7380.5
"Jan 22, 2022",GDN Non-Smart Display,257.132879,0
"Jan 22, 2022",Facebook,0,578.7
"Jan 22, 2022",Discovery,871.215066,0
"Jan 22, 2022",YouTube,738.935397,0
"Jan 22, 2022",App Install,7237.85682,0
"Jan 22, 2022",G Shopping,785.658173,798.6
"Jan 22, 2022",Performance Max,147.007303,0
"Jan 21, 2022",YouTube,271.603154,0
"Jan 21, 2022",App Install,7483.214249,0
"Jan 21, 2022",Search,1159.14,6247.1
"Jan 21, 2022",Performance Max,215.650583,0
"Jan 21, 2022",GDN Non-Smart Display,450.907044,0
"Jan 21, 2022",G Shopping,814.16986,279.4
"Jan 21, 2022",Discovery,1339.881297,0
"Jan 20, 2022",Search,1228.513319,6459.6
"Jan 20, 2022",GDN Non-Smart Display,394.77124,0
"Jan 20, 2022",Discovery,1421.545456,189.8
"Jan 20, 2022",Performance Max,599.050543,0
"Jan 20, 2022",Facebook,0,369.2
"Jan 20, 2022",G Shopping,773.457322,743.4
"Jan 20, 2022",YouTube,237.337574,0
"Jan 20, 2022",App Install,7716.924639,0
"Jan 19, 2022",Search,1376.671175,3921
"Jan 19, 2022",Discovery,1671.066964,59.9
"Jan 19, 2022",G Shopping,720.246586,219.7
"Jan 19, 2022",YouTube,253.095338,0
"Jan 19, 2022",Performance Max,358.887005,0
"Jan 19, 2022",GDN Non-Smart Display,566.553823,339.6
"Jan 19, 2022",App Install,7259.675924,0
"Jan 19, 2022",Facebook,0,438.9
"Jan 18, 2022",GDN Non-Smart Display,669.483989,469.6
"Jan 18, 2022",Discovery,1220.05119,159.6
"Jan 18, 2022",App Install,6423.313306,0
"Jan 18, 2022",Search,1434.914759,3726.4
"Jan 18, 2022",GDN Smart Display,0,189.5
"Jan 18, 2022",Performance Max,141.864625,0
"Jan 18, 2022",YouTube,114.498819,0
"Jan 18, 2022",G Shopping,891.528628,808.6
"Jan 17, 2022",Search,1518.8,8453.4
"Jan 17, 2022",G Shopping,898.7472,449.3
"Jan 17, 2022",Discovery,1427.598808,169.7
"Jan 17, 2022",Facebook,0,713.2
"Jan 17, 2022",GDN Non-Smart Display,545.99196,0
"Jan 17, 2022",App Install,7293.813184,0
"Jan 17, 2022",Performance Max,98.586615,0
"Jan 16, 2022",Search,1628.8,22612.6
"Jan 16, 2022",Discovery,931.511972,1337.5
"Jan 16, 2022",GDN Non-Smart Display,601.025931,279.5
"Jan 16, 2022",Facebook,0,1641
"Jan 16, 2022",App Install,7211.864399,0
"Jan 16, 2022",Performance Max,190.72451,0
"Jan 16, 2022",G Shopping,863.666796,2644.6
"Jan 16, 2022",YouTube,65.485019,0
"Jan 15, 2022",Search,1552.87,20676
"Jan 15, 2022",GDN Non-Smart Display,252.703927,354
"Jan 15, 2022",Discovery,958.862332,0
"Jan 15, 2022",Performance Max,286.972013,0
"Jan 15, 2022",Facebook,0,1147.7
"Jan 15, 2022",App Install,7205.567196,0
"Jan 15, 2022",G Shopping,993.487868,3543.5
"Jan 15, 2022",YouTube,87.894553,0
"Jan 14, 2022",Discovery,1248.812108,1383.1
"Jan 14, 2022",Search,1227.17,16464.5
"Jan 14, 2022",App Install,7410.551385,0
"Jan 14, 2022",G Shopping,767.974927,1877.8
"Jan 14, 2022",GDN Non-Smart Display,97.15079,189.9
"Jan 14, 2022",Performance Max,252.542901,0
"Jan 14, 2022",Facebook,0,538.7
"Jan 14, 2022",YouTube,119.232065,0
"Jan 13, 2022",Discovery,1225.785238,159.5
"Jan 13, 2022",GDN Non-Smart Display,426.572955,89.8
"Jan 13, 2022",Search,1108.499325,19945.9
"Jan 13, 2022",App Install,7518.601205,0
"Jan 13, 2022",Facebook,0,2319.7
"Jan 13, 2022",YouTube,119.032364,0
"Jan 13, 2022",Performance Max,321.858445,0
"Jan 13, 2022",G Shopping,748.021531,1373.9
"Jan 12, 2022",Search,1012.882676,15766
"Jan 12, 2022",Facebook,0,673.5
"Jan 12, 2022",GDN Non-Smart Display,452.324333,623.8
"Jan 12, 2022",Discovery,1202.146072,474.8
"Jan 12, 2022",G Shopping,768.953514,1624
"Jan 12, 2022",Performance Max,220.086096,0
"Jan 12, 2022",App Install,7519.48741,0
"Jan 12, 2022",YouTube,118.369652,0
"Jan 11, 2022",Search,1134.586913,28144.3
"Jan 11, 2022",Discovery,1034.942279,970.8
"Jan 11, 2022",Performance Max,228.379918,0
"Jan 11, 2022",GDN Non-Smart Display,372.613198,479.3
"Jan 11, 2022",G Shopping,764.880886,1187.8
"Jan 11, 2022",Facebook,0,414
"Jan 11, 2022",YouTube,117.953581,0
"Jan 11, 2022",App Install,7260.657873,0
"Jan 10, 2022",GDN Non-Smart Display,471.609932,179.7
"Jan 10, 2022",Search,1219.79874,20479.3
"Jan 10, 2022",Discovery,938.27135,439.1
"Jan 10, 2022",App Install,7097.335094,0
"Jan 10, 2022",Performance Max,304.30391,0
"Jan 10, 2022",YouTube,118.497184,0
"Jan 10, 2022",G Shopping,865.321347,1118.1
"Jan 10, 2022",Facebook,0,69.8
"Jan 9, 2022",Search,1442.976529,21718.9
"Jan 9, 2022",Discovery,780.280254,0
"Jan 9, 2022",GDN Non-Smart Display,1244.096606,0
"Jan 9, 2022",Facebook,0,1486.2
"Jan 9, 2022",G Shopping,882.211711,2261.6
"Jan 9, 2022",Performance Max,270.247526,0
"Jan 9, 2022",App Install,7249.383586,0
"Jan 9, 2022",YouTube,118.267018,0
"Jan 8, 2022",Search,1253.858702,11484.3
"Jan 8, 2022",YouTube,117.97946,0
"Jan 8, 2022",GDN Non-Smart Display,1605.98168,764.3
"Jan 8, 2022",Performance Max,171.203558,0
"Jan 8, 2022",Facebook,0,668.7
"Jan 8, 2022",Discovery,801.680588,329.5
"Jan 8, 2022",App Install,7244.666007,0
"Jan 8, 2022",G Shopping,798.884002,2410.7
"Jan 7, 2022",GDN Non-Smart Display,1179.583278,0
"Jan 7, 2022",Facebook,0,1532
"Jan 7, 2022",G Shopping,667.237432,2312.1
"Jan 7, 2022",Discovery,962.934542,279.2
"Jan 7, 2022",Search,1225.029936,16340.1
"Jan 7, 2022",Performance Max,188.331778,0
"Jan 7, 2022",YouTube,118.238256,0
"Jan 7, 2022",App Install,7247.806624,0
"Jan 6, 2022",Discovery,1079.519124,264.4
"Jan 6, 2022",GDN Non-Smart Display,1516.486777,159.6
"Jan 6, 2022",Search,1937.597865,13770.7
"Jan 6, 2022",Performance Max,654.330417,0
"Jan 6, 2022",YouTube,152.87871,0
"Jan 6, 2022",Facebook,0,519.3
"Jan 6, 2022",G Shopping,186.391708,583.4
"Jan 6, 2022",App Install,7252.452803,0
"Jan 5, 2022",Search,2026.155231,14812.8
"Jan 5, 2022",GDN Non-Smart Display,1529.694091,229.7
"Jan 5, 2022",Performance Max,463.789108,0
"Jan 5, 2022",Discovery,1119.874547,379.3
"Jan 5, 2022",G Shopping,216.608158,952.9
"Jan 5, 2022",App Install,7196.30633,0
"Jan 5, 2022",Facebook,0,578.9
"Jan 5, 2022",YouTube,57.680731,0
"Jan 4, 2022",GDN Non-Smart Display,1331.185357,603.6
"Jan 4, 2022",Discovery,1450.492879,828.6
"Jan 4, 2022",Search,1967.71487,21425.4
"Jan 4, 2022",Performance Max,345.699759,0
"Jan 4, 2022",App Install,6020.657226,0
"Jan 4, 2022",Facebook,0,713.6
"Jan 4, 2022",G Shopping,159.844266,1769.9
"Jan 3, 2022",GDN Non-Smart Display,1128.820788,893.9
"Jan 3, 2022",Discovery,1521.871186,0
"Jan 3, 2022",Search,1086.935594,16273.8
"Jan 3, 2022",App Install,4867.923104,0
"Jan 3, 2022",Facebook,0,449
"Jan 3, 2022",Performance Max,290.235235,0
"Jan 3, 2022",G Shopping,168.17786,379.2
"Jan 2, 2022",Search,1354.95,14404.4
"Jan 2, 2022",Discovery,907.846171,0
"Jan 2, 2022",GDN Non-Smart Display,2217.847184,449.3
"Jan 2, 2022",Facebook,0,1322.5
"Jan 2, 2022",G Shopping,494.130395,1824.7
"Jan 2, 2022",App Install,6421.552645,0
"Jan 2, 2022",YouTube,0,29.9
"Jan 2, 2022",Performance Max,291.301692,0
"Jan 1, 2022",Discovery,875.460392,299.7
"Jan 1, 2022",GDN Non-Smart Display,1179.714451,279.5
"Jan 1, 2022",Search,1353.08,13074.1
"Jan 1, 2022",Facebook,0,1491.9
"Jan 1, 2022",App Install,6481.386128,0
"Jan 1, 2022",Performance Max,490.312762,0
"Jan 1, 2022",G Shopping,493.748571,1277.8
